Nom du projet,Secteur,Énergie utilisée,Type de transport,Distance transport (km),Fréquence transport,Matériaux,Taille de l’équipe / locaux,Durée de vie estimée (ans),Budget carbone estimé (tCO2e),Score ESG initial
Projet_257,Production industrielle,renouvelable,ferroviaire,9989.04,mensuelle,"béton, acier",10,21,659.86,87.46
Projet_258,Production industrielle,mix,maritime,2911.98,ponctuelle,acier,10,50,705.76,84.4
Projet_259,Agriculture durable,renouvelable,routier,1630.57,ponctuelle,recyclé,50,37,192.88,71.27
Projet_260,Projets numériques,mix,aérien,6525.07,hebdomadaire,plastique,5,47,557.99,41.44
Projet_261,Production industrielle,renouvelable,routier,9191.01,hebdomadaire,verre,20,48,806.64,15.44
Projet_262,Construction immobilière,fossile,routier,6023.29,quotidienne,"recyclé, plastique, bois",5,40,200.04,42.94
Projet_263,Agriculture durable,fossile,aérien,8673.17,mensuelle,"béton, plastique, bois",5,41,595.47,80.29
Projet_264,Construction immobilière,mix,routier,5301.57,mensuelle,"recyclé, bois, plastique",200,14,542.2,56.86
Projet_265,Agriculture durable,fossile,aérien,9886.96,hebdomadaire,"plastique, recyclé, verre",10,28,386.01,70.78
Projet_266,Production industrielle,renouvelable,maritime,7670.22,ponctuelle,verre,200,42,430.77,77.0
Projet_267,Production industrielle,renouvelable,maritime,1862.2,quotidienne,"verre, recyclé",50,47,408.29,36.66
Projet_268,Agriculture durable,renouvelable,aérien,8979.22,hebdomadaire,"bois, plastique",5,44,941.86,95.44
Projet_269,Production industrielle,renouvelable,maritime,7815.99,hebdomadaire,"acier, recyclé, verre",10,27,919.3,62.44
Projet_270,Projets numériques,renouvelable,ferroviaire,4872.09,quotidienne,"bois, plastique",200,12,605.46,79.29
Projet_271,Construction immobilière,renouvelable,maritime,4718.15,hebdomadaire,"verre, béton",50,32,945.36,19.67
Projet_272,Projets numériques,renouvelable,ferroviaire,8916.26,hebdomadaire,"acier, verre",10,10,408.44,95.71
Projet_273,Production industrielle,mix,maritime,9695.94,quotidienne,bois,10,21,345.67,23.55
Projet_274,Projets numériques,fossile,ferroviaire,5731.66,quotidienne,"acier, bois",5,17,971.39,33.31
Projet_275,Construction immobilière,fossile,ferroviaire,1194.58,hebdomadaire,"plastique, recyclé, acier",5,37,301.79,97.16
Projet_276,Agriculture durable,fossile,routier,4888.02,mensuelle,bois,200,6,256.66,97.23
Projet_277,Production industrielle,mix,ferroviaire,3298.93,quotidienne,"verre, plastique",200,15,684.58,79.18
Projet_278,Projets numériques,mix,maritime,5587.98,mensuelle,acier,10,15,715.63,38.01
Projet_279,Production industrielle,renouvelable,routier,16.58,mensuelle,"recyclé, acier, béton",100,11,239.23,91.46
Projet_280,Agriculture durable,fossile,aérien,2753.74,mensuelle,plastique,100,45,350.55,35.9
Projet_281,Production industrielle,fossile,routier,5610.43,mensuelle,"acier, béton, bois",100,49,864.02,74.61
Projet_282,Agriculture durable,fossile,ferroviaire,4446.03,quotidienne,"recyclé, béton",50,47,736.9,22.56
Projet_283,Transport / logistique,mix,ferroviaire,6599.79,quotidienne,"acier, plastique, recyclé",100,48,989.94,79.96
Projet_284,Construction immobilière,renouvelable,ferroviaire,9987.29,quotidienne,"acier, recyclé, verre",100,49,323.33,28.78
Projet_285,Projets numériques,fossile,routier,7263.09,quotidienne,"bois, béton",50,22,382.14,61.91
Projet_286,Agriculture durable,renouvelable,routier,1088.3,hebdomadaire,bois,5,13,27.36,40.92
Projet_287,Construction immobilière,fossile,ferroviaire,6666.51,ponctuelle,"recyclé, plastique, verre",5,41,370.12,49.05
Projet_288,Projets numériques,renouvelable,routier,9059.19,quotidienne,recyclé,10,19,419.35,35.17
Projet_289,Projets numériques,fossile,routier,83.51,hebdomadaire,"bois, verre, plastique",200,22,780.8,53.51
Projet_290,Production industrielle,mix,routier,584.39,ponctuelle,"acier, plastique",50,47,793.21,72.98
Projet_291,Construction immobilière,renouvelable,ferroviaire,8170.17,mensuelle,"bois, béton",20,27,347.44,88.51
Projet_292,Production industrielle,fossile,routier,3641.89,quotidienne,"plastique, bois, acier",20,48,542.86,85.37
Projet_293,Transport / logistique,fossile,maritime,3450.82,ponctuelle,"recyclé, bois, verre",20,19,80.18,48.33
Projet_294,Transport / logistique,fossile,routier,5054.92,quotidienne,"recyclé, verre",200,47,931.33,8.5
Projet_295,Agriculture durable,renouvelable,aérien,4833.64,hebdomadaire,"bois, verre, acier",100,21,597.42,21.97
Projet_296,Production industrielle,mix,aérien,3969.01,ponctuelle,"béton, bois",200,48,930.77,2.61
Projet_297,Transport / logistique,mix,maritime,58.57,mensuelle,"plastique, béton, bois",200,47,825.59,47.6
Projet_298,Projets numériques,fossile,aérien,4456.69,quotidienne,"recyclé, acier, béton",20,35,460.04,27.95
Projet_299,Projets numériques,fossile,aérien,9036.23,hebdomadaire,"recyclé, acier",50,49,166.43,67.33
Projet_300,Production industrielle,mix,aérien,30.32,hebdomadaire,"plastique, recyclé, bois",10,49,169.18,87.04
Projet_301,Agriculture durable,fossile,maritime,3547.76,ponctuelle,"verre, recyclé",50,41,240.34,1.56
Projet_302,Projets numériques,fossile,aérien,9675.87,hebdomadaire,"recyclé, acier, béton",5,50,297.86,58.49
Projet_303,Production industrielle,mix,maritime,9809.19,hebdomadaire,béton,50,8,588.42,34.85
Projet_304,Agriculture durable,mix,aérien,1798.93,quotidienne,"béton, bois, verre",100,47,83.13,58.91
Projet_305,Production industrielle,fossile,aérien,1920.75,hebdomadaire,"recyclé, verre, acier",200,28,987.67,12.56
Projet_306,Projets numériques,fossile,aérien,3375.75,ponctuelle,"acier, verre, plastique",20,42,656.59,16.84
Projet_307,Projets numériques,fossile,aérien,4022.78,quotidienne,acier,50,49,236.74,78.99
Projet_308,Production industrielle,mix,ferroviaire,2990.26,mensuelle,"recyclé, acier, plastique",10,21,617.74,62.73
Projet_309,Agriculture durable,fossile,routier,2568.09,ponctuelle,"bois, béton",100,27,142.52,10.49
Projet_310,Transport / logistique,mix,maritime,7102.3,mensuelle,"verre, plastique, béton",20,28,159.87,95.26
Projet_311,Production industrielle,mix,routier,9036.27,quotidienne,plastique,5,27,903.5,15.69
Projet_312,Production industrielle,mix,ferroviaire,9072.02,ponctuelle,acier,50,32,746.34,57.99
Projet_313,Agriculture durable,fossile,routier,8569.18,quotidienne,béton,100,14,810.32,60.16
Projet_314,Projets numériques,mix,aérien,3943.97,quotidienne,verre,100,45,425.26,61.82
Projet_315,Production industrielle,fossile,maritime,5996.61,quotidienne,acier,100,13,117.64,26.76
Projet_316,Agriculture durable,renouvelable,ferroviaire,6847.83,quotidienne,"bois, acier",200,13,163.44,86.76
Projet_317,Transport / logistique,mix,ferroviaire,925.38,hebdomadaire,recyclé,200,5,401.92,19.35
Projet_318,Agriculture durable,renouvelable,maritime,8901.51,mensuelle,"acier, plastique",5,38,122.95,1.22
Projet_319,Transport / logistique,renouvelable,routier,2914.02,mensuelle,recyclé,200,37,551.17,75.64
Projet_320,Transport / logistique,mix,routier,9611.62,quotidienne,"béton, plastique",5,32,193.72,12.05
Projet_321,Transport / logistique,fossile,ferroviaire,2136.07,hebdomadaire,plastique,5,37,649.07,91.47
Projet_322,Projets numériques,mix,maritime,8690.11,quotidienne,acier,200,30,92.69,73.29
Projet_323,Construction immobilière,fossile,ferroviaire,3385.56,hebdomadaire,acier,100,22,654.81,92.35
Projet_324,Production industrielle,renouvelable,routier,1345.24,hebdomadaire,plastique,10,24,936.41,55.31
Projet_325,Agriculture durable,mix,routier,1606.49,ponctuelle,recyclé,20,37,88.48,69.72
Projet_326,Production industrielle,fossile,routier,2364.07,ponctuelle,"verre, béton",20,25,454.78,29.36
Projet_327,Transport / logistique,renouvelable,maritime,1132.48,mensuelle,"béton, verre, plastique",50,42,561.19,4.66
Projet_328,Agriculture durable,fossile,ferroviaire,1660.65,hebdomadaire,"bois, plastique, verre",50,11,892.75,55.98
Projet_329,Projets numériques,fossile,ferroviaire,6371.47,hebdomadaire,bois,50,35,813.72,76.37
Projet_330,Projets numériques,renouvelable,ferroviaire,9368.06,mensuelle,"plastique, béton",100,12,966.15,62.12
Projet_331,Projets numériques,renouvelable,ferroviaire,1915.52,hebdomadaire,"béton, verre, acier",10,12,228.95,75.75
Projet_332,Agriculture durable,fossile,ferroviaire,1330.2,quotidienne,"bois, acier",100,38,973.8,14.97
Projet_333,Projets numériques,renouvelable,routier,201.81,hebdomadaire,"bois, béton",100,10,794.67,53.23
Projet_334,Transport / logistique,renouvelable,routier,8076.36,mensuelle,recyclé,10,50,844.15,49.35
Projet_335,Agriculture durable,renouvelable,routier,7228.44,quotidienne,"verre, bois, acier",100,11,809.02,57.78
Projet_336,Projets numériques,fossile,maritime,6052.51,ponctuelle,bois,20,44,764.95,78.33
Projet_337,Production industrielle,renouvelable,routier,3657.81,hebdomadaire,"bois, recyclé, verre",5,44,846.68,61.38
Projet_338,Transport / logistique,fossile,aérien,9570.82,ponctuelle,béton,5,19,680.11,40.06
Projet_339,Projets numériques,fossile,aérien,2956.56,ponctuelle,"recyclé, verre",5,35,23.09,99.72
Projet_340,Production industrielle,mix,maritime,6956.49,mensuelle,"béton, verre",100,37,393.53,51.5
Projet_341,Transport / logistique,mix,maritime,4308.16,quotidienne,"verre, recyclé, plastique",200,23,478.84,87.11
Projet_342,Construction immobilière,renouvelable,aérien,5769.21,mensuelle,béton,10,31,806.15,84.21
Projet_343,Construction immobilière,fossile,aérien,8912.05,quotidienne,"bois, acier, plastique",10,26,934.83,38.4
Projet_344,Transport / logistique,mix,aérien,4150.74,mensuelle,"verre, béton, bois",50,5,348.62,75.54
Projet_345,Production industrielle,fossile,ferroviaire,6253.42,quotidienne,acier,10,28,519.27,13.93
Projet_346,Transport / logistique,fossile,aérien,2018.09,hebdomadaire,"acier, verre, plastique",200,50,148.14,3.59
Projet_347,Production industrielle,mix,aérien,4657.66,hebdomadaire,béton,100,8,728.03,2.3
Projet_348,Construction immobilière,renouvelable,routier,8732.14,ponctuelle,"plastique, bois, acier",5,18,496.69,76.98
Projet_349,Construction immobilière,fossile,ferroviaire,647.39,ponctuelle,béton,10,41,211.09,57.59
Projet_350,Transport / logistique,fossile,aérien,4067.97,mensuelle,"béton, acier",100,48,689.58,9.63
Projet_351,Agriculture durable,renouvelable,ferroviaire,4926.21,hebdomadaire,recyclé,50,13,855.17,75.47
Projet_352,Projets numériques,mix,routier,8585.28,hebdomadaire,bois,100,13,223.24,79.49
Projet_353,Production industrielle,fossile,routier,2827.89,hebdomadaire,"bois, verre",20,40,167.46,85.77
Projet_354,Agriculture durable,fossile,aérien,2034.38,quotidienne,"verre, bois, plastique",50,33,846.0,19.37
Projet_355,Production industrielle,renouvelable,maritime,972.09,hebdomadaire,acier,5,13,448.88,92.6
Projet_356,Construction immobilière,fossile,routier,2929.26,quotidienne,"recyclé, plastique",10,39,213.77,31.08
Projet_357,Agriculture durable,fossile,aérien,4080.94,ponctuelle,"plastique, verre",5,13,109.94,39.33
Projet_358,Production industrielle,fossile,maritime,2504.09,hebdomadaire,verre,10,11,632.05,43.88
Projet_359,Construction immobilière,fossile,aérien,4438.28,quotidienne,"recyclé, verre",100,23,131.89,52.83
Projet_360,Projets numériques,renouvelable,routier,543.38,hebdomadaire,"verre, plastique, bois",50,20,955.19,81.01
Projet_361,Projets numériques,mix,ferroviaire,8915.27,ponctuelle,"bois, recyclé, verre",100,11,189.45,64.32
Projet_362,Construction immobilière,fossile,maritime,3091.34,quotidienne,"verre, bois, béton",200,9,20.22,0.75
Projet_363,Projets numériques,renouvelable,maritime,1083.73,hebdomadaire,"verre, acier",10,42,43.32,91.76
Projet_364,Construction immobilière,renouvelable,maritime,2334.59,quotidienne,"béton, acier, recyclé",100,43,447.09,2.94
Projet_365,Transport / logistique,renouvelable,maritime,4008.95,mensuelle,béton,50,23,158.46,4.72
Projet_366,Transport / logistique,mix,routier,7184.0,ponctuelle,"verre, recyclé, béton",50,8,129.69,37.86
Projet_367,Construction immobilière,fossile,routier,442.28,quotidienne,"acier, béton, plastique",5,25,91.87,52.92
Projet_368,Transport / logistique,renouvelable,aérien,233.04,mensuelle,"verre, acier",5,38,793.62,17.21
Projet_369,Projets numériques,mix,maritime,7392.47,ponctuelle,"acier, verre",10,12,88.79,82.61
Projet_370,Production industrielle,fossile,ferroviaire,372.05,mensuelle,"bois, béton",5,44,302.69,94.6
Projet_371,Agriculture durable,mix,aérien,5063.82,ponctuelle,"verre, plastique, recyclé",200,43,178.83,66.7
Projet_372,Projets numériques,mix,ferroviaire,5326.82,ponctuelle,"béton, verre",100,8,462.92,85.9
Projet_373,Projets numériques,renouvelable,aérien,6463.89,ponctuelle,"plastique, verre",50,7,93.94,14.02
Projet_374,Construction immobilière,renouvelable,ferroviaire,6064.88,hebdomadaire,"béton, bois, acier",10,48,77.24,50.28
Projet_375,Projets numériques,renouvelable,routier,2635.56,hebdomadaire,"béton, verre, recyclé",50,9,277.19,26.94
Projet_376,Projets numériques,renouvelable,maritime,5364.92,quotidienne,recyclé,50,49,872.22,19.96
Projet_377,Projets numériques,mix,ferroviaire,9292.05,hebdomadaire,bois,5,31,212.72,19.02
Projet_378,Transport / logistique,fossile,routier,4934.52,quotidienne,"acier, bois",5,36,613.06,64.89
Projet_379,Production industrielle,renouvelable,routier,4381.95,hebdomadaire,"verre, béton",5,45,283.55,93.35
Projet_380,Projets numériques,mix,ferroviaire,2920.02,ponctuelle,"béton, verre, recyclé",5,45,826.0,22.88
Projet_381,Construction immobilière,renouvelable,ferroviaire,7185.72,quotidienne,"plastique, acier, bois",100,30,60.01,49.34
Projet_382,Agriculture durable,mix,aérien,4670.75,hebdomadaire,plastique,10,47,878.49,87.67
Projet_383,Projets numériques,renouvelable,maritime,2739.41,ponctuelle,"acier, recyclé",20,13,224.0,15.02
Projet_384,Construction immobilière,renouvelable,maritime,659.65,ponctuelle,"recyclé, béton, bois",200,33,130.82,100.0
Projet_385,Projets numériques,renouvelable,maritime,8768.02,ponctuelle,"bois, béton",5,25,480.05,7.94
Projet_386,Agriculture durable,renouvelable,maritime,791.58,mensuelle,"acier, béton",100,11,336.14,2.23
Projet_387,Production industrielle,fossile,maritime,8809.48,mensuelle,"béton, verre",10,34,560.47,82.4
Projet_388,Transport / logistique,mix,ferroviaire,7215.8,quotidienne,"béton, acier, bois",5,46,772.39,20.82
Projet_389,Projets numériques,mix,aérien,3912.56,ponctuelle,"bois, verre",10,30,453.13,65.66
Projet_390,Transport / logistique,mix,aérien,8091.82,mensuelle,"plastique, béton, verre",50,47,822.44,79.62
Projet_391,Transport / logistique,fossile,maritime,7175.58,ponctuelle,recyclé,200,44,500.48,72.69
Projet_392,Transport / logistique,renouvelable,routier,8492.61,quotidienne,"béton, acier",100,21,773.57,16.78
Projet_393,Agriculture durable,mix,ferroviaire,5553.61,mensuelle,"plastique, recyclé, bois",100,40,585.8,55.69
Projet_394,Transport / logistique,mix,maritime,4861.37,hebdomadaire,"plastique, acier",100,50,41.92,34.47
Projet_395,Projets numériques,fossile,maritime,9737.92,ponctuelle,"recyclé, plastique",5,12,417.31,86.85
Projet_396,Construction immobilière,renouvelable,routier,7056.27,mensuelle,béton,200,12,539.85,80.66
Projet_397,Projets numériques,mix,aérien,472.19,mensuelle,"bois, plastique, recyclé",100,37,560.58,77.89
Projet_398,Construction immobilière,fossile,ferroviaire,3916.03,mensuelle,acier,10,36,697.32,47.25
Projet_399,Production industrielle,renouvelable,aérien,2287.58,ponctuelle,"acier, recyclé, verre",200,46,573.63,60.58
Projet_400,Production industrielle,fossile,routier,8477.76,hebdomadaire,béton,50,22,268.15,53.44
Projet_401,Transport / logistique,renouvelable,maritime,2808.78,mensuelle,acier,20,27,31.93,0.64
Projet_402,Transport / logistique,mix,maritime,6965.39,mensuelle,"bois, verre, plastique",100,14,555.47,2.12
Projet_403,Production industrielle,mix,maritime,9437.6,hebdomadaire,"acier, recyclé, bois",5,24,208.42,78.6
Projet_404,Transport / logistique,fossile,ferroviaire,5053.88,mensuelle,verre,20,16,683.92,40.99
Projet_405,Transport / logistique,renouvelable,maritime,8757.55,quotidienne,plastique,5,26,715.03,99.86
Projet_406,Transport / logistique,fossile,maritime,9208.8,ponctuelle,"acier, bois, béton",5,15,595.19,26.88
Projet_407,Projets numériques,renouvelable,routier,6730.91,mensuelle,béton,20,19,512.26,18.47
Projet_408,Transport / logistique,mix,routier,3642.54,hebdomadaire,"verre, béton, recyclé",10,23,457.57,41.8
Projet_409,Construction immobilière,renouvelable,aérien,8985.6,mensuelle,"acier, bois",200,48,183.8,34.49
Projet_410,Production industrielle,mix,aérien,8829.82,mensuelle,bois,200,11,268.98,32.61
Projet_411,Agriculture durable,fossile,ferroviaire,4564.57,quotidienne,"verre, bois, acier",200,6,844.15,49.08
Projet_412,Production industrielle,mix,routier,1867.06,hebdomadaire,"recyclé, béton",20,20,652.42,91.17
Projet_413,Transport / logistique,renouvelable,maritime,2774.23,hebdomadaire,acier,100,7,41.8,7.78
Projet_414,Agriculture durable,mix,maritime,5315.01,hebdomadaire,"recyclé, plastique, bois",100,36,878.98,25.29
Projet_415,Transport / logistique,mix,ferroviaire,1038.16,hebdomadaire,"bois, béton, plastique",200,42,64.84,44.61
Projet_416,Production industrielle,renouvelable,maritime,6516.49,quotidienne,"plastique, verre, acier",10,7,966.67,99.3
Projet_417,Transport / logistique,renouvelable,maritime,3386.44,hebdomadaire,verre,5,20,470.92,65.85
Projet_418,Construction immobilière,mix,aérien,3364.99,mensuelle,"acier, bois, béton",100,10,406.17,82.53
Projet_419,Construction immobilière,mix,aérien,2313.07,ponctuelle,"bois, plastique, verre",20,42,597.56,97.8
Projet_420,Agriculture durable,mix,aérien,3456.12,hebdomadaire,"verre, bois, béton",20,45,751.0,13.25
Projet_421,Agriculture durable,fossile,ferroviaire,7969.61,quotidienne,"recyclé, béton, plastique",50,20,707.47,30.02
Projet_422,Production industrielle,fossile,ferroviaire,1894.04,hebdomadaire,acier,50,10,361.62,9.55
Projet_423,Agriculture durable,mix,maritime,1426.08,ponctuelle,"acier, béton, plastique",20,42,550.47,71.64
